Measure,Metric,Risk,Cause,Location,Age,Sex,Year,Value,Upper,Lower
Deaths,Rate,Ambient particulate matter pollution,Stroke,Croatia,All ages,Both sexes,2019,20.80,27.21,15.42
Deaths,Rate,Household air pollution from solid fuels,Stroke,Croatia,All ages,Both sexes,2019,1.18,3.05,0.31
Deaths,Rate,Ambient particulate matter pollution,Stroke,Croatia,Age-standardized,Both sexes,2019,9.34,12.17,6.90
Deaths,Rate,Household air pollution from solid fuels,Stroke,Croatia,Age-standardized,Both sexes,2019,0.52,1.37,0.14
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,San Marino,All ages,Both sexes,2019,5.27,9.46,2.01
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,San Marino,All ages,Both sexes,2019,0.01,0.05,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,San Marino,Age-standardized,Both sexes,2019,2.42,4.44,0.94
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,San Marino,Age-standardized,Both sexes,2019,0.01,0.02,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,United Kingdom,Age-standardized,Both sexes,2019,3.64,5.08,2.40
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,United Kingdom,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,Bosnia and Herzegovina,Age-standardized,Both sexes,2019,22.09,28.33,16.50
Deaths,Rate,Household air pollution from solid fuels,Stroke,Bosnia and Herzegovina,Age-standardized,Both sexes,2019,7.28,14.93,2.85
Deaths,Rate,Ambient particulate matter pollution,Stroke,Latvia,All ages,Both sexes,2019,18.25,25.47,12.60
Deaths,Rate,Household air pollution from solid fuels,Stroke,Latvia,All ages,Both sexes,2019,1.76,4.67,0.45
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Andorra,All ages,Both sexes,2019,3.98,6.35,2.08
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Andorra,All ages,Both sexes,2019,0.01,0.03,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Andorra,Age-standardized,Both sexes,2019,2.22,3.54,1.16
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Andorra,Age-standardized,Both sexes,2019,0.01,0.02,0.00
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Greece,All ages,Both sexes,2019,8.44,11.90,5.66
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Greece,All ages,Both sexes,2019,0.05,0.14,0.01
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Greece,Age-standardized,Both sexes,2019,3.79,5.31,2.53
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Greece,Age-standardized,Both sexes,2019,0.02,0.06,0.01
Deaths,Rate,Ambient particulate matter pollution,Stroke,Netherlands,Age-standardized,Both sexes,2019,2.29,2.96,1.64
Deaths,Rate,Household air pollution from solid fuels,Stroke,Netherlands,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,France,Age-standardized,Both sexes,2019,1.62,2.13,1.16
Deaths,Rate,Household air pollution from solid fuels,Stroke,France,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Romania,Age-standardized,Both sexes,2019,16.68,21.66,12.58
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Romania,Age-standardized,Both sexes,2019,2.75,6.77,0.86
Deaths,Rate,Ambient particulate matter pollution,Stroke,Greece,All ages,Both sexes,2019,15.41,19.65,11.43
Deaths,Rate,Household air pollution from solid fuels,Stroke,Greece,All ages,Both sexes,2019,0.12,0.30,0.03
Deaths,Rate,Ambient particulate matter pollution,Stroke,Greece,Age-standardized,Both sexes,2019,5.43,6.85,4.06
Deaths,Rate,Household air pollution from solid fuels,Stroke,Greece,Age-standardized,Both sexes,2019,0.04,0.10,0.01
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Croatia,All ages,Both sexes,2019,32.10,41.85,23.55
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Croatia,All ages,Both sexes,2019,1.78,4.76,0.48
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Sweden,All ages,Both sexes,2019,0.83,1.80,0.20
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Sweden,All ages,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Sweden,Age-standardized,Both sexes,2019,0.39,0.85,0.09
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Sweden,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,Ukraine,All ages,Both sexes,2019,21.90,31.67,13.22
Deaths,Rate,Household air pollution from solid fuels,Stroke,Ukraine,All ages,Both sexes,2019,1.42,3.36,0.44
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Ireland,All ages,Both sexes,2019,1.88,3.13,0.90
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Ireland,All ages,Both sexes,2019,0.01,0.02,0.00
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Ireland,Age-standardized,Both sexes,2019,1.22,2.03,0.58
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Ireland,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,Slovakia,All ages,Both sexes,2019,13.73,17.89,10.16
Deaths,Rate,Household air pollution from solid fuels,Stroke,Slovakia,All ages,Both sexes,2019,0.14,0.38,0.03
Deaths,Rate,Ambient particulate matter pollution,Stroke,Slovakia,Age-standardized,Both sexes,2019,8.14,10.60,6.01
Deaths,Rate,Household air pollution from solid fuels,Stroke,Slovakia,Age-standardized,Both sexes,2019,0.08,0.22,0.02
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",San Marino,Age-standardized,Both sexes,2019,2.03,4.03,0.75
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",San Marino,Age-standardized,Both sexes,2019,0.01,0.02,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Bosnia and Herzegovina,All ages,Both sexes,2019,39.18,50.45,29.37
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Bosnia and Herzegovina,All ages,Both sexes,2019,12.35,24.58,4.89
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Bosnia and Herzegovina,Age-standardized,Both sexes,2019,22.84,29.34,17.16
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Bosnia and Herzegovina,Age-standardized,Both sexes,2019,7.22,14.33,2.85
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Malta,Age-standardized,Both sexes,2019,7.03,9.22,5.04
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Malta,Age-standardized,Both sexes,2019,0.02,0.05,0.00
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",United Kingdom,All ages,Both sexes,2019,3.89,5.91,2.33
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",United Kingdom,All ages,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",United Kingdom,Age-standardized,Both sexes,2019,2.01,3.04,1.20
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",United Kingdom,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Spain,All ages,Both sexes,2019,5.45,7.59,3.60
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Spain,All ages,Both sexes,2019,0.11,0.28,0.03
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Spain,Age-standardized,Both sexes,2019,2.37,3.27,1.58
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Spain,Age-standardized,Both sexes,2019,0.05,0.12,0.01
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Russian Federation,Age-standardized,Both sexes,2019,1.74,2.75,0.91
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Russian Federation,Age-standardized,Both sexes,2019,0.05,0.14,0.01
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Monaco,Age-standardized,Both sexes,2019,5.09,8.13,2.68
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Monaco,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,San Marino,All ages,Both sexes,2019,4.14,7.50,1.58
Deaths,Rate,Household air pollution from solid fuels,Stroke,San Marino,All ages,Both sexes,2019,0.01,0.04,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,San Marino,Age-standardized,Both sexes,2019,1.81,3.31,0.69
Deaths,Rate,Household air pollution from solid fuels,Stroke,San Marino,Age-standardized,Both sexes,2019,0.01,0.02,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,United Kingdom,Age-standardized,Both sexes,2019,1.74,2.41,1.14
Deaths,Rate,Household air pollution from solid fuels,Stroke,United Kingdom,Age-standardized,Both sexes,2019,0.00,0.00,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,Sweden,Age-standardized,Both sexes,2019,0.51,1.01,0.14
Deaths,Rate,Household air pollution from solid fuels,Stroke,Sweden,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,Monaco,All ages,Both sexes,2019,7.01,10.56,3.98
Deaths,Rate,Household air pollution from solid fuels,Stroke,Monaco,All ages,Both sexes,2019,0.01,0.02,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,Monaco,Age-standardized,Both sexes,2019,2.40,3.59,1.38
Deaths,Rate,Household air pollution from solid fuels,Stroke,Monaco,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Greece,All ages,Both sexes,2019,20.26,25.93,15.08
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Greece,All ages,Both sexes,2019,0.15,0.37,0.04
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Estonia,All ages,Both sexes,2019,1.49,2.82,0.50
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Estonia,All ages,Both sexes,2019,0.34,1.12,0.04
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Estonia,Age-standardized,Both sexes,2019,0.75,1.43,0.25
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Estonia,Age-standardized,Both sexes,2019,0.17,0.56,0.02
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Denmark,All ages,Both sexes,2019,4.63,7.20,2.63
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Denmark,All ages,Both sexes,2019,0.01,0.02,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,France,All ages,Both sexes,2019,5.79,7.76,4.04
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,France,All ages,Both sexes,2019,0.02,0.05,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,France,Age-standardized,Both sexes,2019,2.48,3.26,1.77
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,France,Age-standardized,Both sexes,2019,0.01,0.02,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Switzerland,All ages,Both sexes,2019,6.29,8.82,4.10
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Switzerland,All ages,Both sexes,2019,0.01,0.02,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Switzerland,Age-standardized,Both sexes,2019,2.75,3.81,1.81
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Switzerland,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,Estonia,All ages,Both sexes,2019,2.25,4.10,0.80
Deaths,Rate,Household air pollution from solid fuels,Stroke,Estonia,All ages,Both sexes,2019,0.59,1.89,0.08
Deaths,Rate,Ambient particulate matter pollution,Stroke,Estonia,Age-standardized,Both sexes,2019,1.04,1.90,0.37
Deaths,Rate,Household air pollution from solid fuels,Stroke,Estonia,Age-standardized,Both sexes,2019,0.27,0.87,0.03
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Belgium,All ages,Both sexes,2019,6.10,8.58,4.08
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Belgium,All ages,Both sexes,2019,0.01,0.03,0.00
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Belgium,Age-standardized,Both sexes,2019,3.10,4.32,2.07
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Belgium,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,Andorra,All ages,Both sexes,2019,1.92,3.10,1.01
Deaths,Rate,Household air pollution from solid fuels,Stroke,Andorra,All ages,Both sexes,2019,0.00,0.02,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,Andorra,Age-standardized,Both sexes,2019,1.08,1.73,0.56
Deaths,Rate,Household air pollution from solid fuels,Stroke,Andorra,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,Spain,All ages,Both sexes,2019,3.70,5.15,2.43
Deaths,Rate,Household air pollution from solid fuels,Stroke,Spain,All ages,Both sexes,2019,0.08,0.20,0.02
Deaths,Rate,Ambient particulate matter pollution,Stroke,Spain,Age-standardized,Both sexes,2019,1.49,2.05,0.99
Deaths,Rate,Household air pollution from solid fuels,Stroke,Spain,Age-standardized,Both sexes,2019,0.03,0.08,0.01
Deaths,Rate,Ambient particulate matter pollution,Stroke,Belgium,All ages,Both sexes,2019,5.66,7.37,4.14
Deaths,Rate,Household air pollution from solid fuels,Stroke,Belgium,All ages,Both sexes,2019,0.01,0.03,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,Belgium,Age-standardized,Both sexes,2019,2.47,3.20,1.83
Deaths,Rate,Household air pollution from solid fuels,Stroke,Belgium,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Norway,All ages,Both sexes,2019,1.26,2.39,0.44
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Norway,All ages,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Norway,Age-standardized,Both sexes,2019,0.69,1.32,0.24
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Norway,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Monaco,All ages,Both sexes,2019,12.54,18.75,7.33
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Monaco,All ages,Both sexes,2019,0.01,0.04,0.00
Deaths,Rate,Ambient particulate matter pollution,Ischemic heart disease,Monaco,Age-standardized,Both sexes,2019,4.49,6.68,2.59
Deaths,Rate,Household air pollution from solid fuels,Ischemic heart disease,Monaco,Age-standardized,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Lithuania,All ages,Both sexes,2019,3.19,4.92,1.85
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Lithuania,All ages,Both sexes,2019,0.14,0.42,0.03
Deaths,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Lithuania,Age-standardized,Both sexes,2019,1.60,2.47,0.93
Deaths,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Lithuania,Age-standardized,Both sexes,2019,0.07,0.21,0.01
Deaths,Rate,Ambient particulate matter pollution,Stroke,Switzerland,All ages,Both sexes,2019,2.57,3.63,1.64
Deaths,Rate,Household air pollution from solid fuels,Stroke,Switzerland,All ages,Both sexes,2019,0.00,0.01,0.00
Deaths,Rate,Ambient particulate matter pollution,Stroke,Switzerland,Age-standardized,Both sexes,2019,1.10,1.54,0.71
Deaths,Rate,Household air pollution from solid fuels,Stroke,Switzerland,Age-standardized,Both sexes,2019,0.00,0.00,0.00
DALYs,Rate,Ambient particulate matter pollution,Stroke,Bosnia and Herzegovina,Age-standardized,Both sexes,2019,441.73,565.84,333.87
DALYs,Rate,Household air pollution from solid fuels,Stroke,Bosnia and Herzegovina,Age-standardized,Both sexes,2019,143.05,293.18,55.53
DALYs,Rate,Ambient particulate matter pollution,Stroke,Bulgaria,All ages,Both sexes,2019,1032.39,1312.67,785.97
DALYs,Rate,Household air pollution from solid fuels,Stroke,Bulgaria,All ages,Both sexes,2019,207.74,485.27,63.74
DALYs,Rate,Ambient particulate matter pollution,Stroke,Bulgaria,Age-standardized,Both sexes,2019,519.36,660.67,396.42
DALYs,Rate,Household air pollution from solid fuels,Stroke,Bulgaria,Age-standardized,Both sexes,2019,103.67,242.25,31.81
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Croatia,All ages,Both sexes,2019,198.92,286.44,129.68
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Croatia,All ages,Both sexes,2019,9.85,26.75,2.59
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Croatia,Age-standardized,Both sexes,2019,105.38,152.05,68.75
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Croatia,Age-standardized,Both sexes,2019,5.22,14.05,1.37
DALYs,Rate,Ambient particulate matter pollution,Stroke,Poland,All ages,Both sexes,2019,370.34,453.26,298.51
DALYs,Rate,Household air pollution from solid fuels,Stroke,Poland,All ages,Both sexes,2019,37.83,88.44,11.20
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Hungary,All ages,Both sexes,2019,254.16,356.25,171.15
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Hungary,All ages,Both sexes,2019,46.78,112.76,11.84
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Hungary,Age-standardized,Both sexes,2019,141.16,198.28,94.62
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Hungary,Age-standardized,Both sexes,2019,26.00,63.06,6.55
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Montenegro,All ages,Both sexes,2019,643.85,826.42,478.77
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Montenegro,All ages,Both sexes,2019,181.31,392.55,58.50
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Montenegro,Age-standardized,Both sexes,2019,415.49,530.77,311.18
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Montenegro,Age-standardized,Both sexes,2019,116.82,252.78,37.38
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Serbia,All ages,Both sexes,2019,827.23,1064.28,620.14
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Serbia,All ages,Both sexes,2019,148.08,336.12,48.97
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Serbia,Age-standardized,Both sexes,2019,480.41,622.24,363.74
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Serbia,Age-standardized,Both sexes,2019,85.42,194.16,28.15
DALYs,Rate,Ambient particulate matter pollution,Stroke,Croatia,All ages,Both sexes,2019,393.57,507.39,295.71
DALYs,Rate,Household air pollution from solid fuels,Stroke,Croatia,All ages,Both sexes,2019,21.81,56.90,5.78
DALYs,Rate,Ambient particulate matter pollution,Stroke,Croatia,Age-standardized,Both sexes,2019,195.86,251.14,147.04
DALYs,Rate,Household air pollution from solid fuels,Stroke,Croatia,Age-standardized,Both sexes,2019,10.78,28.26,2.88
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Romania,All ages,Both sexes,2019,618.83,804.32,466.57
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Romania,All ages,Both sexes,2019,99.38,245.29,31.30
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Romania,Age-standardized,Both sexes,2019,341.19,446.85,256.19
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Romania,Age-standardized,Both sexes,2019,54.03,135.03,17.16
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Ukraine,All ages,Both sexes,2019,103.30,160.52,57.18
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Ukraine,All ages,Both sexes,2019,5.64,14.30,1.56
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Ukraine,Age-standardized,Both sexes,2019,63.31,98.61,34.98
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Ukraine,Age-standardized,Both sexes,2019,3.46,8.81,0.96
DALYs,Rate,Ambient particulate matter pollution,Stroke,Latvia,All ages,Both sexes,2019,343.72,471.36,236.68
DALYs,Rate,Household air pollution from solid fuels,Stroke,Latvia,All ages,Both sexes,2019,32.32,84.35,8.12
DALYs,Rate,Ambient particulate matter pollution,Stroke,Latvia,Age-standardized,Both sexes,2019,172.78,238.81,119.26
DALYs,Rate,Household air pollution from solid fuels,Stroke,Latvia,Age-standardized,Both sexes,2019,16.02,41.98,3.99
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Russian Federation,All ages,Both sexes,2019,69.98,109.97,35.89
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Russian Federation,All ages,Both sexes,2019,2.13,5.56,0.52
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Russian Federation,Age-standardized,Both sexes,2019,44.06,69.27,22.57
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Russian Federation,Age-standardized,Both sexes,2019,1.34,3.50,0.33
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Czechia,All ages,Both sexes,2019,150.11,211.53,101.83
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Czechia,All ages,Both sexes,2019,1.81,4.89,0.44
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",France,Age-standardized,Both sexes,2019,59.88,86.18,38.71
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",France,Age-standardized,Both sexes,2019,0.15,0.45,0.03
DALYs,Rate,Ambient particulate matter pollution,Stroke,Lithuania,All ages,Both sexes,2019,214.24,305.41,137.93
DALYs,Rate,Household air pollution from solid fuels,Stroke,Lithuania,All ages,Both sexes,2019,10.51,30.07,2.18
DALYs,Rate,Ambient particulate matter pollution,Stroke,Lithuania,Age-standardized,Both sexes,2019,113.24,161.06,72.88
DALYs,Rate,Household air pollution from solid fuels,Stroke,Lithuania,Age-standardized,Both sexes,2019,5.48,15.61,1.13
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Czechia,Age-standardized,Both sexes,2019,79.42,112.82,53.75
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Czechia,Age-standardized,Both sexes,2019,0.96,2.61,0.23
DALYs,Rate,Ambient particulate matter pollution,Stroke,France,All ages,Both sexes,2019,71.96,94.14,51.92
DALYs,Rate,Household air pollution from solid fuels,Stroke,France,All ages,Both sexes,2019,0.20,0.57,0.05
DALYs,Rate,Ambient particulate matter pollution,Stroke,France,Age-standardized,Both sexes,2019,39.14,50.77,28.40
DALYs,Rate,Household air pollution from solid fuels,Stroke,France,Age-standardized,Both sexes,2019,0.11,0.30,0.02
DALYs,Rate,Ambient particulate matter pollution,Stroke,Finland,All ages,Both sexes,2019,27.29,56.44,5.55
DALYs,Rate,Household air pollution from solid fuels,Stroke,Finland,All ages,Both sexes,2019,0.17,0.61,0.02
DALYs,Rate,Ambient particulate matter pollution,Stroke,Finland,Age-standardized,Both sexes,2019,13.85,28.18,2.80
DALYs,Rate,Household air pollution from solid fuels,Stroke,Finland,Age-standardized,Both sexes,2019,0.08,0.31,0.01
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Greece,All ages,Both sexes,2019,168.00,234.87,111.53
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Greece,All ages,Both sexes,2019,1.08,2.86,0.28
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Greece,Age-standardized,Both sexes,2019,86.21,119.99,57.34
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Greece,Age-standardized,Both sexes,2019,0.56,1.46,0.14
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Luxembourg,All ages,Both sexes,2019,91.40,128.47,60.30
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Luxembourg,All ages,Both sexes,2019,0.20,0.60,0.04
DALYs,Rate,Ambient particulate matter pollution,Stroke,Czechia,All ages,Both sexes,2019,229.72,289.35,177.89
DALYs,Rate,Household air pollution from solid fuels,Stroke,Czechia,All ages,Both sexes,2019,3.00,7.84,0.75
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Ireland,All ages,Both sexes,2019,76.85,118.93,38.55
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Ireland,All ages,Both sexes,2019,0.26,0.91,0.05
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Ireland,Age-standardized,Both sexes,2019,51.99,79.84,26.20
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Ireland,Age-standardized,Both sexes,2019,0.18,0.61,0.03
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Germany,All ages,Both sexes,2019,105.56,152.42,67.96
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Germany,All ages,Both sexes,2019,0.11,0.34,0.02
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Germany,Age-standardized,Both sexes,2019,53.75,77.27,34.61
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Germany,Age-standardized,Both sexes,2019,0.06,0.17,0.01
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Republic of Moldova,All ages,Both sexes,2019,70.41,109.19,36.96
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Republic of Moldova,All ages,Both sexes,2019,8.31,18.21,2.78
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Republic of Moldova,Age-standardized,Both sexes,2019,45.08,70.23,23.73
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Republic of Moldova,Age-standardized,Both sexes,2019,5.33,11.65,1.77
